rule_uid,file_id,work_name,author,impact_year,polity,criteria,sampled_for,is_contemporary,verbatim_type,factuality,criterion_label,in_group,out_group,resource,resource_std,speaker,verbatim,matched_keywords,rule_category,reasoning,group_generality,generality_reasoning,resource_materiality,materiality_reasoning,resource_generality,resource_generality_reasoning,resource_persistence,persistence_reasoning,group_immutability,immutability_reasoning,tautological,tautology_reasoning,confidence,extraction_method,extraction_cost_usd,prompt_tokens,completion_tokens,vote,comment
tlg0062.tlg034.perseus-eng2::15,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Age,gemini_v20_sample60,1,fact,5,Mandatory attendance at cock-fights,Soldiers,,Right to observe training models,,MORE,"You would laugh, of course, particularly if you discovered that we do it in compliance with law, and that all those of military age are required to present themselves and watch the birds spar to the uttermost limit of exhaustion. Yet this is not laughable, either: their souls are gradually penetrated by an appetite for dangers, in order that they may not seem baser and more cowardly than the cocks",,,Solon identifies a specific law requiring men of military age to attend bird fights. This is a clear social rule where a specific group (military-age citizens) is given access to (and required to use) a specific pedagogical resource (observing combat) to instill psychological traits.,,,3,Access to a pedagogical spectacle intended to alter character.,1,Hyper-specific to watching cock-fights as training.,3,Requirement lasts for the duration of military age.,2,Soldiers on active duty / military age is role-bound.,0,Soldiering is not defined by bird-watching.,8,gemini_v20_core_v1,,,,down,this is not SOlon
tlg0062.tlg034.perseus-eng2::8,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Citizenship|Education,gemini_v20_sample60,1,fact,5,Citizen training in communal laws,Citizens,,Access to legal education,,MORE,"We harmonize their minds by causing them to learn by heart the laws of the community, which are exposed in public for everyone to read, written in large letters, and tell what one should do and what one should refrain from doing",,,"The Athenian state requires its youth/prospective citizens to memorize the public laws, which are displayed openly to ensure the population is regulated and educated correctly.",,,3,Access to legal education/texts provides knowledge of rights and duties.,3,Specifically focused on education regarding the communal laws.,4,Memorized laws provide lifelong orientation for the citizen.,4,Citizenship/youth status at the time of education.,0,Learning laws by heart is not how a citizen is defined.,10,gemini_v20_core_v1,,,,up,
tlg0059.tlg008.perseus-eng2::2,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Ethnicity,gemini_v20_sample60,0,fact,4,Greek distinction from non-Greeks,Greeks,,Recognition as a distinct species,,MORE,"Str. It was very much as if, in undertaking to divide the human race into two parts, one should make the division as most people in this country do; they separate the Hellenic race from all the rest as one, and to all the other races, which are countless in number and have no relation in blood or language to one another, they give the single name barbarian; then, because of this single name, they think it is a single species.",,,"The Stranger describes a contemporary social convention in Greece where the population is divided based on ethnicity. This rule grants the 'Hellenic race' the status of being a unique group while stripping all other ethnicities (Barbarians) of their individual distinctions by grouping them into a single, heterogeneous category.",,,1,Recognition as a distinct species is a purely conceptual/taxonomic categorization.,1,This is a specific intellectual classification used as a philosophical example.,5,"Ethnicity and species-status are treated as permanent, inherent characteristics.",5,Greeks (Hellenes) is defined by blood and lineage.,0,Being Greek does not inherently define one as a 'distinct species' in all systems.,10,gemini_v20_core_v1,,,,up,
tlg0086.tlg035.perseus-eng2::205,tlg0086.tlg035.perseus-eng2,Politics,Aristotle,-348,,Age,gemini_v20_sample60,0,mixed,3,Seniority access to priesthood,Elderly citizens,,Eligibility for the priesthood,,MORE,"and since the citizen body is divided into two parts, the military class and the councillor class, and as it is seemly that those who have relinquished these duties owing to age should render to the gods their due worship and should spend their retirement in their service, it is to these that the priestly offices should be assigned.",,,The rule mandates that priestly roles be reserved for citizens who have retired from military and political duties due to their advanced age.,,,3,Priesthood is a social role with symbolic and sometimes economic outcomes like subsistence and status.,4,Eligibility for priesthood is a broad category of religious and civic office.,5,Aristotle describes this as a retirement role held for the remainder of life.,5,"The group is defined by age ('elderly'), which is biologically fixed.",0,Being elderly does not inherently define one as a priest.,10,gemini_v20_core_v1,,,,up,
tlg0007.tlg118.perseus-eng3::4,tlg0007.tlg118.perseus-eng3,Precepts of Statecraft,Plutarch,75,,Citizenship,gemini_v20_sample60,0,mixed,3,Roman oversight of local decrees,Citizens,,Autonomy in local government,,LESS,"For just as those who have become accustomed neither to dine nor to bathe except by the physician’s orders do not even enjoy that degree of health which nature grants them, so those who invite the sovereign’s decision on every decree, meeting of a council, granting of a privilege, or administrative measure, force their sovereign to be their master more than he desires.",,,"The text describes a contemporary reality where local Greek cities frequently refer their own decrees and administrative measures to the Roman 'sovereigns', thereby losing their practical autonomy.",,,3,Administrative autonomy affects local resource management and decree implementation.,3,Specific to local decrees and administrative measures.,4,"The erosion of local autonomy is a structural, long-term shift.",4,Citizen status is a structural birth-status.,0,Citizenship does not conceptually define the level of Roman oversight.,9,gemini_v20_core_v1,,,,up,"yes, but the group shoudl be mroe Greek citizen here to be able to really understand what's happening (because roman citizens are the one that rule)"
tlg0086.tlg003.perseus-eng1::10,tlg0086.tlg003.perseus-eng1,Athenian Constitution,Aristotle,-348,,Freedom,gemini_v20_sample60,1,fact,5,Prohibition of debt-slavery,Citizens,,Protection from enslavement for debt,,MORE,"There are three points in the constitution of Solon which appear to be its most democratic features: first and most important, the prohibition of loans on the security of the debtor’s person. And those that here in vilest slavery crouched ‘neath a master’s frown, I set them free.",,,"The reform explicitly banned the practice of using one's own body as collateral for loans, which previously allowed citizens to be sold into slavery.",,,5,Protection from enslavement concerns bodily freedom and physical property status.,5,Freedom from slavery is a foundational structural axis.,5,A ban on debt-slavery provides a lifelong structural protection.,4,Citizen status is a structural birth-status.,0,Being a citizen does not inherently define one as immune to debt-bondage in all systems.,10,gemini_v20_core_v1,,,,up,
tlg0086.tlg035.perseus-eng2::152,tlg0086.tlg035.perseus-eng2,Politics,Aristotle,-348,,Nobility|Lineage,gemini_v20_sample60,0,fact,4,Noble access to royal appointment,The distinguished,,Eligibility for the kingship,,MORE,"And these two different sorts of monarchy have their origins from directly opposite sources; royalty has come into existence for the assistance of the distinguished against the people, and a king is appointed from those distinguished by superiority in virtue or the actions that spring from virtue, or by superiority in coming from a family of that character, while a tyrant is set up from among the people and the multitude to oppose the notables, in order that the people may suffer no injustice from them.",,,"Aristotle describes the structural origin of royalty in his time and historical context, establishing that the eligibility for the office of king is reserved for those of distinguished lineage or virtue, serving as a check against the 'multitude'.",,,4,Appointment as king is a concrete legal/political status with total resource control.,4,Relates to the pinnacle of political office (royalty).,5,Kingship is traditionally a lifelong/hereditary status.,5,Group defined by 'family' and 'noble lineage'.,0,Aristocracy does not analytically mean 'possessing a crown'.,9,gemini_v20_core_v1,,,,up,
tlg0086.tlg003.perseus-eng1::3,tlg0086.tlg003.perseus-eng1,Athenian Constitution,Aristotle,-348,,Wealth / Properties,gemini_v20_sample60,1,fact,5,Wealth-based eligibility for high office,Wealthy property owners,,Eligibility for the archonship,,MORE,"The nine Archons and the Treasurers were elected by this body from persons possessing an unencumbered property of not less than ten minas, the less important officials from those who could furnish themselves with a military equipment, and the generals [Strategi] and commanders of the cavalry [Hipparchi] from those who could show an unencumbered property of not less than a hundred minas",,,Draco's ordinances established specific minimum wealth requirements (measured in minas) for different levels of political and military leadership.,,,4,Eligibility for the archonship is a major political right.,4,Office-holding is a broad class of outcomes.,4,Eligibility holds as long as the wealth threshold is met.,3,Wealth ownership (10 minas) is a durable economic status.,0,Owning 10 minas does not mean 'archon' by definition.,10,gemini_v20_core_v1,,,,up,how do I know this is Draco?
tlg0062.tlg047.perseus-eng2::1,tlg0062.tlg047.perseus-eng2,The Eunuch,Lucian of Samosata,155,,Health|Gender,gemini_v20_sample60,0,mixed,3,Eunuch exclusion from philosophy chairs,Eunuchs,,Eligibility for the archonship,,LESS,"Diocles at length said in conclusion that it was not at all permissible for Bagoas to lay claim to philosophy and the rewards of merit in it, since he was a eunuch; such people ought to be excluded, he thought, not simply from all that but even from temples and holy-water bowls and all the places of public assembly, and he declared it an ill-omened, ill-met sight if on first leaving home in the morning, one should set eyes on any such person.",,,"While the dialogue is satirical, it reflects a real legal/normative dispute over whether eunuchs possessed the physical 'manhood' traditionally required to hold public chairs of philosophy and receive the associated imperial stipend.",,,4,Archonship chairs provide direct material and political status.,3,Relates to eligibility for public office and assembly access.,5,Eunuch status is a lifelong physical condition.,5,"Eunuch status was a permanent, non-reversible physical state.",0,Eunuchs are not defined by exclusion from philosophy.,9,gemini_v20_core_v1,,,,up,
tlg0086.tlg035.perseus-eng2::85,tlg0086.tlg035.perseus-eng2,Politics,Aristotle,-348,,Lineage,gemini_v20_sample60,0,fact,4,Hereditary succession in barbarian kingships,Kings,,Right to transmit power by descent,,MORE,"The power possessed by all of these resembles that of tyrannies, but they govern according to law and are hereditary; for because the barbarians are more servile in their nature than the Greeks, and the Asiatics than the Europeans, they endure despotic rule without any resentment. These kingships therefore are for these reasons of a tyrannical nature, but they are secure because they are hereditary and rule by law.",,,The text identifies a specific class of monarchy existing among non-Greeks where the rule follows a legal framework that guarantees the right of the ruler to pass his office to his descendants.,,,4,Political power and kingship are concrete legal rights with significant material and command effects.,5,Hereditary succession is a foundational societal axis for the distribution of sovereign power.,5,Hereditary kingship is a lifelong and intergenerational structural arrangement.,5,Lineage and being the 'heir' of a king is biologically and birth-fixed.,0,"While kings are defined by power, the specific 'hereditary' mechanism is a distinct legal rule.",9,gemini_v20_core_v1,,,,up,
tlg0062.tlg034.perseus-eng2::7,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Citizenship,gemini_v20_sample60,1,fact,4,Comic ridicule of base citizens,Citizens,,Protection from public ridicule,,LESS,"The comedians, indeed, we allow to abuse and ridicule any citizens whom they perceive to be following practices that are base and unworthy of the city, not only for the sake of those men themselves, since they are made better by chiding, but for the sake of the general public, that they may shun castigation for similar offences.",,,The text establishes a rule (specifically an allowance or legal permission) where citizens can be publicly shamed in theater as a form of social and moral correction.,,,2,Protection from public ridicule is a status-based resource with weak material payoff.,2,Tied to specific niche circumstances of comic performance.,2,Applies to brief episodes (performances) or specific behaviors.,4,Citizenship status is a durable legal birth-status.,0,Lack of ridicule is not part of the definition of citizenship.,10,gemini_v20_core_v1,,,,down,
tlg0014.tlg059.perseus-eng2::12,tlg0014.tlg059.perseus-eng2,Apollodorus Against Neaera,Demosthenes,-348,,Freedom,gemini_v20_sample60,0,fact,5,Judicial torture of slaves,Slaves,,Protection from corporal torture,,LESS,"I proposed that he should deliver up for the torture the women-servants, Thratta and Coccalinê... Apollodorus is ready to receive for examination by the torture the women-servants of Neaera... if the women had been injured in any way as a result of the torture, to pay for the injuries sustained.",,,"The 'basanos' rule in Athenian law allowed (and often required) slaves to be tortured as a method of extracting legal testimony, demonstrating that slaves lacked protection from physical violence in judicial contexts.",,,5,Protection from torture is a core bodily entitlement and physical protection.,3,Specifically concerns the judicial process of 'basanos' (evidence gathering).,5,The status of being subject to torture is a lifelong condition of being a slave.,4,Slave status is a fixed legal status requiring the rare act of manumission to change.,0,"Slave status involves ownership, but not necessarily the specific method of judicial torture.",10,gemini_v20_core_v1,,,,up,
tlg0540.tlg012.perseus-eng2::11,tlg0540.tlg012.perseus-eng2,Against Eratosthenes,Lysias,-409,,Wealth / Properties,gemini_v20_sample60,0,fact,4,Citizen right to retain property,Citizens,,Right to retain property,,LESS,"Or again, if you confiscated their material property, would this be compensation either to the city for all that they have taken from her, or to individuals for the houses that they pillaged?",,,"Lysias mentions the pillaging of houses as a general act of the regime, showing that the security of private property for citizens was suspended.",,,5,Property and houses are tangible physical and economic assets.,5,Right to property is a foundational pillar of societal structure.,5,"Property ownership and housing are structural, lifelong resources.",4,Citizenship in Athens is a hard-to-change legal birth-status.,0,Being a citizen does not definitionally include the right to retain property.,9,gemini_v20_core_v1,,,,up,"For the next annotation, I should also add when and where the rule takes place."
tlg0007.tlg118.perseus-eng3::5,tlg0007.tlg118.perseus-eng3,Precepts of Statecraft,Plutarch,75,,Citizenship,gemini_v20_sample60,0,fact,4,Proconsular annulment of local power,Citizens,,Legislative finality,,LESS,"For what dominion, what glory is there for those who are victorious? What sort of power is it which a small edict of a proconsul may annul or transfer to another man and which, even if it last, has nothing in it seriously worth while?",,,"Plutarch explains that any local political power or decision gained by citizens can be immediately annulled by a Roman proconsul's edict, showing a lack of final legislative resource for the local group.",,,4,Proconsular edicts have direct force of law over property and status.,4,Describes the broad power of imperial edicts over local law.,4,An annulment has a permanent or long-term effect on a legal measure.,4,"Refers to citizens under Roman dominion, a legal status.",0,Local citizenship does not conceptually define imperial veto power.,10,gemini_v20_core_v1,,,,up,
tlg0059.tlg008.perseus-eng2::0,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Occupation,gemini_v20_sample60,0,fact,4,Architectural supervision over manual labor,Architects,,Right to command workmen,,MORE,"Str. Every architect, too, is a ruler of workmen, not a workman himself. [§69] Y. Soc. Yes. [§70] Str. As supplying knowledge, not manual labor. [§71] Y. Soc. True. [§73] Str. So he may fairly be said to participate in intellectual science. [§74] Y. Soc. Certainly. [§75] Str. But it is his business, I suppose, not to pass judgement and be done with it and go away, as the calculator did, but to give each of the workmen the proper orders, until they have finished their appointed task.",,,"The text describes the architect as a specific occupational group defined by intellectual science rather than manual labor. The rule establishes that this group possesses the authority to issue orders to manual laborers to complete tasks, distinguishing them from both the workers and from intellectual groups that only 'judge' (like calculators).",,,3,The authority to command labor is a social/role-based right with economic outcomes.,2,Narrowly scoped to a particular professional/technical institution.,4,Right persists throughout one's professional career as an architect.,3,Occupation is a durable social identity requiring significant training.,0,Being an architect (having knowledge) does not strictly define the right to command others.,9,gemini_v20_core_v1,,,,down,
tlg0007.tlg119.perseus-eng3::2,tlg0007.tlg119.perseus-eng3,"On Monarchy, Democracy, and Oligrachy",Plutarch,75,,Nobility,gemini_v20_sample60,1,fact,4,Oligarchic equal power sharing,Nobles,,Right to equal political power,,MORE,"in the same way the real statesman will manage successfully the oligarchy that Lycurgus established at Sparta, adapting to himself the colleagues who have equal power and honour and quietly forcing them to do his will",,,"In the description of the Spartan oligarchy established by Lycurgus, the author notes that the governing group (the colleagues/nobles) possesses equal power and honor by rule. While a statesman may try to influence them, the starting legal/normative position is one of shared, equal authority among the group.",,,4,Equal power in an oligarchy includes control over state resources.,4,Broad sharing of political authority within the ruling class.,5,Spartan 'homoioi' status was lifelong and structural.,5,Spartan nobility/eligibility was strictly tied to birth and training.,0,Being a noble does not inherently imply equal power sharing.,9,gemini_v20_core_v1,,,,up,
tlg0086.tlg003.perseus-eng1::27,tlg0086.tlg003.perseus-eng1,Athenian Constitution,Aristotle,-348,,Occupation,gemini_v20_sample60,1,fact,5,Public pay for jury service,Jurors,,Pay for service in law-courts,,MORE,"Pericles was also the first to institute pay for service in the law-courts, as a bid for popular favour to counterbalance the wealth of Cimon. and accordingly he instituted pay for the members of the juries.",,,"The text documents a specific rule change introduced by Pericles providing financial compensation for citizens performing the role of jurors, which is a material resource.",,,5,Direct cash payment (misthos) for jury service.,3,Narrowly scoped to a single role (juror).,2,"Pay is episodic, tied to active service sessions.",2,Episodic role based on selection for a trial.,0,The definition of a juror does not inherently include being paid.,10,gemini_v20_core_v1,,,,up,
tlg0032.tlg015.perseus-eng1::2,tlg0032.tlg015.perseus-eng1,Constitution of the Athenians,Xenophon,-394,,Freedom,gemini_v20_sample60,0,fact,4,Slave protection from assault,Slaves,,Protection from corporal punishment,,MORE,"Another point is the extraordinary amount of license granted to slaves and resident aliens at Athens, where a blow is illegal, and a slave will not step aside to let you pass him in the street. I will explain the reason of this peculiar custom. Supposing it were legal for a slave to be beaten by a free citizen, or for a resident alien or freedman to be beaten by a citizen, it would frequently happen that an Athenian might be mistaken for a slave or an alien and receive a beating.",,,"The author notes a specific Athenian legal norm where it is illegal for a citizen to strike a slave, providing them a level of physical security not found in other Greek states like Lacedaemon.",,,5,Protection from physical assault (being beaten) is a fundamental material protection of the body.,4,Protection from assault applies broadly across all public and street interactions.,5,This protection (or lack thereof) is a permanent structural feature of slave life in Athens.,4,Slave status is a hard-to-change legal and social condition.,0,Slavery usually entails vulnerability to violence; the rule granting protection is non-tautological.,9,gemini_v20_core_v1,,,,up,
tlg0014.tlg059.perseus-eng2::3,tlg0014.tlg059.perseus-eng2,Apollodorus Against Neaera,Demosthenes,-348,,Citizenship|Gender,gemini_v20_sample60,0,fact,5,Illegal marriage of aliens,Aliens,,Right to marry Athenian citizens,,LESS,"If an alien shall live as husband with an Athenian woman in any way or manner whatsoever, he may be indicted before the Thesmothetae by anyone who chooses to do so from among the Athenians having the right to bring charges. And if he be convicted, he shall be sold, himself and his property, and the third part shall belong to the one securing his conviction. The same principle shall hold also if an alien woman shall live as wife with an Athenian, and the Athenian who lives as husband with the alien woman so convicted shall be fined one thousand drachmae.",,,"The verbatim explicitly cites the statute (The Law) forbidding 'sunoikein' (living as husband/wife) between aliens and citizens, providing for the enslavement of the alien and a fine for the citizen.",,,5,Penalties include enslavement and property confiscation.,4,Affects the broad right to form legal families and retain property.,5,Enslavement or confiscation are lifelong/structural consequences.,4,Alien status is a legal birth-status.,0,Being an alien does not define the specific penalty for marriage.,10,gemini_v20_core_v1,,,,up,
tlg0032.tlg015.perseus-eng1::5,tlg0032.tlg015.perseus-eng1,Constitution of the Athenians,Xenophon,-394,,Nobility|Wealth / Properties,gemini_v20_sample60,0,mixed,3,Elite disenfranchisement in allied cities,The wealthy in allied cities,,Right to retain property,,LESS,"This explains why the better people are punished with infamy, robbed of their money, driven from their homes, and put to death, while the baser sort are promoted to honour. On the other hand, the better Athenians throw their aegis over the better class in the allied cities. And why? Because they recognise that it is to the interest of their own class at all times to protect the best element in the cities.",,,"The author describes a systematic policy where Athens targets the 'better' (wealthy/noble) classes in subject cities of the empire, stripping them of wealth and rights to preserve democratic control.",,,5,"Property rights, exile, and death are high-stakes material outcomes.",5,"Covers property, residency, and life itself—foundational societal axes.",5,Loss of property or life is permanent and structural.,3,Elite social status (the 'better people') is a durable but potentially changeable identity.,0,Wealth/nobility does not inherently define the loss of rights.,8,gemini_v20_core_v1,,,,down,it is acutlaly the opposite
