cell_sig	resource_meta	LESS	MORE	net	n_total	period3
*/*/*/Foreign/Resident/*	Right to dispose of property	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Foreign/Resident/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Foreign/Resident/*	Right to retain own earnings	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Foreign/Resident/*	Right to retain property	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Native/*/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Native/*/*	Right to valid professional opinion	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Native/Resident/*	Protection from arbitrary banishment	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Native/Resident/*	Right to burial	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/*/Native/Resident/*	Right to reside in the city	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/*/*	Protection from corporal punishment	6.0	0.0	-6.0	6.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/*/*	Right to a legal trial	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/*/*	Access to the gymnasium	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/*/*	Exemption from manual labor	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/*/*	Political power	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/*/*	Right to free speech	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/*/*	Right to retain own earnings	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/Foreign/*/*	Right to citizenship	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Right to citizenship	3.0	2.0	-1.0	5.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Right to a legal trial	0.0	4.0	4.0	4.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Eligibility for public office	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Right to remuneration for office	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Right to retain property	2.0	0.0	-2.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Exemption from legal audit	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Political power	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Protection from legal prosecution	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/*/High	Right to retain property	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/Resident/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/Resident/*	Right to reside in the city	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/*/Resident/*	Right to vote in the Ekklesia	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Foreign/Resident/*	Exemption from taxes	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Foreign/Resident/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/*/*	Protection from capital punishment	2.0	1.0	-1.0	3.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/*/*	Eligibility for public office	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/*/*	Right to a legal trial	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/*/*	Right to citizenship	2.0	0.0	-2.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/*/*	Right to address the assembly	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/*/*	Right to retain property	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/Resident/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Adult/*/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Elder/*/*/*/*	Right to retain own earnings	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Minor/*/*/*/*	Protection from capital punishment	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
*/Minor/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Minor/*/*/*/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Minor/*/*/*/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Minor/*/*/*/*	Right to address the assembly	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Minor/*/*/*/*	Right to citizenship	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Minor/Free/*/*/Low	Protection from capital punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
*/Minor/Free/Native/*/*	Right to citizenship	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/*/*/*/*/*	Access to religious rites	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/*/*/*/*/*	Right to address the assembly	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/*/*/*/*/*	Right to retain own earnings	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/*/*/Native/*/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/*/Enslaved/*/*/*	Protection from corporal punishment	2.0	0.0	-2.0	2.0	P1: Classical Greek (500–360 BCE)
Female/*/Free/*/*/*	Right to a dowry	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
Female/*/Free/*/*/*	Right to bodily autonomy	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
Female/*/Free/*/*/*	Right to inherit property	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
Female/Adult/*/*/*/*	Right to own property	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/Adult/Free/*/*/*	Right to a dowry	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
Female/Adult/Free/*/*/*	Right to retain property	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
Female/Adult/Free/*/*/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/Adult/Free/*/*/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/Adult/Free/Native/*/Low	Right to a dowry	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Female/Elder/*/*/*/*	Right to retain own earnings	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Access to religious rites	1.0	2.0	1.0	3.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Protection from corporal punishment	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Right to a legal trial	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Right to citizenship	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Right to dispose of property	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Right to free speech	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Right to retain property	1.0	1.0	0.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Eligibility for public office	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Exemption from manual labor	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Political power	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Protection from legal prosecution	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Protection from public libel	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Right to address the assembly	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/*	Right to inherit property	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/High	Exemption from compulsory public financing	2.0	0.0	-2.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/High	Exemption from military service	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/High	Exemption from taxes	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/High	Right to inherit property	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/*/*/High	Right to retain property	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/Foreign/*/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/*/Foreign/*/*	Right to citizenship	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Enslaved/*/*/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Enslaved/*/*/*	Protection from legal prosecution	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Enslaved/*/*/*	Right to retain property	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/*	Right to inherit property	0.0	6.0	6.0	6.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/*	Right to adopt	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/*	Political power	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/*/High	Right to retain own earnings	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/*/*	Eligibility for public office	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/*/*	Right to adopt	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/Non resident/High	Right to own property	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/Non resident/High	Right to retain property	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/*/Foreign/*/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/*	Political power	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/*	Right to burial	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/*	Right to own land	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/High	Exemption from compulsory public financing	2.0	0.0	-2.0	2.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/High	Right to retain property	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/*/*	Right to dispose of property	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Elder/*/*/*/*	Political power	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Minor/*/*/*/*	Access to public honors	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Minor/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Minor/*/*/*/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P1: Classical Greek (500–360 BCE)
Male/Minor/Free/*/*/*	Right to citizenship	0.0	2.0	2.0	2.0	P1: Classical Greek (500–360 BCE)
*/*/*/*/*/*	Right to a legal trial	2.0	12.0	10.0	14.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Eligibility for public office	5.0	7.0	2.0	12.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Political power	2.0	5.0	3.0	7.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to remuneration for office	2.0	5.0	3.0	7.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to address the assembly	3.0	3.0	0.0	6.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Access to public honors	2.0	2.0	0.0	4.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to inherit property	3.0	1.0	-2.0	4.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to retain property	3.0	1.0	-2.0	4.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to citizenship	3.0	0.0	-3.0	3.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to freedom of movement	1.0	2.0	1.0	3.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to vote in the Ekklesia	0.0	3.0	3.0	3.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Access to religious rites	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Exemption from manual labor	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from capital punishment	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from corporal punishment	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from legal prosecution	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to bear arms	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to reside in the city	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to retain own earnings	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Exemption from legal audit	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Exemption from taxes	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from arbitrary banishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to own land	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to own property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Eligibility for public office	5.0	6.0	1.0	11.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Exemption from taxes	5.0	0.0	-5.0	5.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Exemption from compulsory public financing	3.0	0.0	-3.0	3.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Right to retain property	1.0	2.0	1.0	3.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Access to public honors	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Political power	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Exemption from manual labor	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Protection from enslavement	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Right to own land	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Right to retain own earnings	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Eligibility for public office	4.0	3.0	-1.0	7.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Right to remuneration for office	0.0	4.0	4.0	4.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Exemption from compulsory public financing	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Political power	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Protection from corporal punishment	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Right to vote in the Ekklesia	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Access to religious rites	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Exemption from public service financing	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Right to bear arms	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Right to retain own earnings	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Middle	Eligibility for public office	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Middle	Right to vote in the Ekklesia	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Non resident/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Non resident/*	Protection from arbitrary banishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Right to reside in the city	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Political power	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Protection from arbitrary banishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Right to a legal trial	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Right to bear arms	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/High	Right to retain property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/*/*	Access to public honors	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
